env,algo,r_mean,r_std,fall/100ep before,l_mean,r_mean_refined,r_std_refined,fall/100ep after,l_mean_refined
Walker,TD3,2240.183800833333,69.78789513631561,12.333333333333334,997.2266666666667,2411.581050083333,9.079830381711627,1.6666666666666667,999.7866666666666
Walker,TQC,2535.616506846667,570.1139116334439,5.666666666666667,950.43,2812.9497065200003,7.503490412478931,0.0,1000.0
Walker,A2C,819.0254875233333,366.1609200282303,19.333333333333332,823.74,886.38744957,304.425864385987,12.0,890.8
Walker,SAC,2269.0329534966663,227.78335354641158,2.3333333333333335,989.0933333333334,2407.32053426,138.7360261553986,0.6666666666666666,996.6366666666667
Walker,DDPG,1372.9663838866666,744.5435499094081,42.666666666666664,708.1366666666667,1913.8026185633332,329.7929263817214,4.0,971.5966666666667
Walker,PPO,2108.6407194833337,14.375818303337777,0.0,1000.0,2271.9900289,99.78431963356483,0.3333333333333333,997.6333333333333
