trial_id,mdim_mean,mdim_std,mdim_nan_mean,mdim_nan_std,cdim_mean,cdim_std,cdim_nan_mean,cdim_nan_std,nreward_mean,nreward_std,ureward_mean,ureward_std,post,len_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.ars_iters,config.mdim_trials,config.post,config.env_name,config.algo,config.agent_folder
25380_00032,1.7077713582523433,0.08848143335694846,1.7077713582523433,0.08848143335694846,12.864270391113184,0.528278103216923,12.864270391113184,0.528278103216923,2464.915234375,16.435283797154916,2464.9151921000002,16.43525711223083,DualRewardProd_adim_safe_stable_nolen,1000.0,5038.205417394638,True,,,1,3bb287b33f684764910d2c26209eb792,2021-09-06_14-54-51,1630965291,5038.205417394638,1808,kbuc,128.111.57.123,5038.205417394638,0,1,"32_algo=sac,env_name=Walker2DBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbba390>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb2e8>,Walker2DBulletEnv-v0,sac,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00033,1.6983247131595227,0.06556963658795048,1.6983247131595227,0.06556963658795048,12.291160853466332,0.3422785378696544,12.291160853466332,0.3422785378696544,2801.806005859375,8.44919951543854,2801.8059755,8.44919224169931,DualRewardProd_adim_safe_stable_nolen,1000.0,5075.038505077362,True,,,1,6e580fc3e71c49df86dba49b38b2aaf2,2021-09-06_16-12-49,1630969969,5075.038505077362,1810,kbuc,128.111.57.123,5075.038505077362,0,1,"33_algo=tqc,env_name=Walker2DBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbba208>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb358>,Walker2DBulletEnv-v0,tqc,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00034,0.6073448441217655,0.03096986715129037,0.6073448441217655,0.03096986715129037,6.410359279486334,1.2578099499249624,6.410359279486334,1.2578099499249624,42.28928489685059,0.05188124046372457,995.2953326999999,1.2210479141531747,DualRewardProd_adim_safe_stable_nolen,1000.0,5654.884495019913,True,,,1,51e181e09bb74b14b2e8b4811f065543,2021-09-06_16-29-08,1630970948,5654.884495019913,4658,kbuc,128.111.57.123,5654.884495019913,0,1,"34_algo=a2c,env_name=Walker2DBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbba198>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb3c8>,Walker2DBulletEnv-v0,a2c,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00035,1.45136932590965,0.12028164449673703,1.45136932590965,0.12028164449673703,11.658766724937694,0.783153730742771,11.658766724937694,0.783153730742771,2066.5658447265623,19.588057907733642,2066.5658727,19.588081718994342,DualRewardProd_adim_safe_stable_nolen,1000.0,4628.7390785217285,True,,,1,b055a647d24c49608d1c92d5c7b137cf,2021-09-06_16-19-17,1630970357,4628.7390785217285,4841,kbuc,128.111.57.123,4628.7390785217285,0,1,"35_algo=ddpg,env_name=Walker2DBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbba048>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb438>,Walker2DBulletEnv-v0,ddpg,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00036,1.7901432505015595,0.10191509808599117,1.7901432505015595,0.10191509808599117,9.320996012898215,0.5766555340116051,9.320996012898215,0.5766555340116051,25.48707866668701,0.19525819254995164,2752.7782985999997,21.089262437848976,DualRewardProd_adim_safe_stable_nolen,1000.0,5834.504985809326,True,,,1,389f6fdf210f48c4a3760b477a033ae6,2021-09-06_17-50-06,1630975806,5834.504985809326,5499,kbuc,128.111.57.123,5834.504985809326,0,1,"36_algo=ppo,env_name=HalfCheetahBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adc4d358>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb4a8>,HalfCheetahBulletEnv-v0,ppo,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00037,1.637844074631983,0.06516818557885619,1.637844074631983,0.06516818557885619,14.002916135181527,0.6852363835404222,14.002916135181527,0.6852363835404222,2796.127880859375,14.04425051543793,2796.1278322,14.044257474497597,DualRewardProd_adim_safe_stable_nolen,1000.0,4949.565082073212,True,,,1,c03508ed602646c59a4afa1a2ed0e643,2021-09-06_17-41-49,1630975309,4949.565082073212,5580,kbuc,128.111.57.123,4949.565082073212,0,1,"37_algo=td3,env_name=HalfCheetahBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc6080>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb518>,HalfCheetahBulletEnv-v0,td3,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00038,1.3642765055901638,0.10500454684904069,1.3642765055901638,0.10500454684904069,13.804343618807113,0.532693622872302,13.804343618807113,0.532693622872302,2741.5564453125,16.204740918915316,2741.5564727000005,16.20467815974906,DualRewardProd_adim_safe_stable_nolen,1000.0,5427.351508617401,True,,,1,d3c5cc2ce5d64ff8b91eb4b91516bd34,2021-09-06_17-59-37,1630976377,5427.351508617401,5684,kbuc,128.111.57.123,5427.351508617401,0,1,"38_algo=sac,env_name=HalfCheetahBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc6160>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb588>,HalfCheetahBulletEnv-v0,sac,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00039,1.7238581845837815,0.09117584865140853,1.7238581845837815,0.09117584865140853,13.21900297768909,0.3191351244931663,13.21900297768909,0.3191351244931663,3418.2406005859375,12.821595580119633,3418.2406023000003,12.821629931270582,DualRewardProd_adim_safe_stable_nolen,1000.0,5261.288080215454,True,,,1,96c0a5b27ce7472aa7308f727018fa92,2021-09-06_19-09-33,1630980573,5261.288080215454,6380,kbuc,128.111.57.123,5261.288080215454,0,1,"39_algo=tqc,env_name=HalfCheetahBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc6208>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb5f8>,HalfCheetahBulletEnv-v0,tqc,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00040,1.6903960372712585,0.090924018462811,1.6903960372712585,0.090924018462811,7.089417928245811,0.9876126351897007,7.089417928245811,0.9876126351897007,33.08405303955078,0.4525053456663299,2116.1395408999997,28.943436676345367,DualRewardProd_adim_safe_stable_nolen,1000.0,5687.463627576828,True,,,1,1f7d280280274e2298c14885575c19fa,2021-09-06_19-24-56,1630981496,5687.463627576828,6522,kbuc,128.111.57.123,5687.463627576828,0,1,"40_algo=a2c,env_name=HalfCheetahBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc62b0>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb668>,HalfCheetahBulletEnv-v0,a2c,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00041,1.7156201170953345,0.09599713204305801,1.7156201170953345,0.09599713204305801,10.447164345211705,0.47234131789585165,10.447164345211705,0.47234131789585165,2718.5539794921874,36.615079549680935,2718.5539981,36.615104066346355,DualRewardProd_adim_safe_stable_nolen,1000.0,4787.978652477264,True,,,1,b1a15773ca9b4f449a7bb4e0388af859,2021-09-06_19-19-27,1630981167,4787.978652477264,6663,kbuc,128.111.57.123,4787.978652477264,0,1,"41_algo=ddpg,env_name=HalfCheetahBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc6358>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb6d8>,HalfCheetahBulletEnv-v0,ddpg,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00042,1.5070625608696109,0.04273035670023599,1.5070625608696109,0.04273035670023599,9.131060175902775,0.4217412327011788,9.131060175902775,0.4217412327011788,29.810994148254395,0.14439503935325104,2592.9565085000004,12.559477922967364,DualRewardProd_adim_safe_stable_nolen,1000.0,4432.468285083771,True,,,1,792ce36a3a3e4df28eac531d09afb097,2021-09-06_20-23-27,1630985007,4432.468285083771,7733,kbuc,128.111.57.123,4432.468285083771,0,1,"42_algo=ppo,env_name=HopperBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc6400>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb748>,HopperBulletEnv-v0,ppo,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00043,1.40501445096934,0.06937553358818965,1.40501445096934,0.06937553358818965,9.191925914466283,0.7876258990019728,9.191925914466283,0.7876258990019728,2820.9380126953124,7.455827933410201,2820.9380376,7.455792234497981,DualRewardProd_adim_safe_stable_nolen,1000.0,3392.3292434215546,True,,,1,b3eeaf9702e34b65917c686d52098adc,2021-09-06_20-16-01,1630984561,3392.3292434215546,7737,kbuc,128.111.57.123,3392.3292434215546,0,1,"43_algo=td3,env_name=HopperBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc64a8>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb7b8>,HopperBulletEnv-v0,td3,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00044,1.4387635922510722,0.04973850741631551,1.4387635922510722,0.04973850741631551,9.693501860858351,0.6813317829242393,9.693501860858351,0.6813317829242393,2767.6022705078126,11.73196772149007,2767.6022714,11.731940563196389,DualRewardProd_adim_safe_stable_nolen,1000.0,3907.654821872711,True,,,1,0c62354fbc33402fa8c2deb4e3e9e350,2021-09-06_20-30-06,1630985406,3907.654821872711,8220,kbuc,128.111.57.123,3907.654821872711,0,1,"44_algo=sac,env_name=HopperBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc6550>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb828>,HopperBulletEnv-v0,sac,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
25380_00045,1.4758572307259727,0.08723331402177108,1.4758572307259727,0.08723331402177108,8.900104079676543,0.7247034118721978,8.900104079676543,0.7247034118721978,2827.1574462890626,17.084512931294146,2827.1574732000004,17.084502090016887,DualRewardProd_adim_safe_stable_nolen,1000.0,3902.7992498874664,True,,,1,3efcfd6d8c2a4e58aa4e20cabd49d0bd,2021-09-06_21-21-06,1630988466,3902.7992498874664,8824,kbuc,128.111.57.123,3902.7992498874664,0,1,"45_algo=tqc,env_name=HopperBulletEnv-v0,post=<seagul.mesh.DualRewardProd object at 0x7fe7adbc65f8>",200,10,<seagul.mesh.DualRewardProd object at 0x7fe6e7edb898>,HopperBulletEnv-v0,tqc,/home/sgillen/work/policy_refinement/test_agent/adim_div_all/
